File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\titlebar.cpp,"TitleBar::eventFilter(QObject *watched, QEvent *event)",8,6,4,2,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\underlyingwindow.cpp,UnderlyingWindow::UnderlyingWindow(QWidget *parent),20,16,16,0,4,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\underlyingwindow.cpp,UnderlyingWindow::setCentralWidget(QWidget *widget),6,5,4,1,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\underlyingwindow.cpp,UnderlyingWindow::titleBar() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\underlyingwindow.cpp,UnderlyingWindow::addView(QWidget *view),4,3,3,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\underlyingwindow.cpp,UnderlyingWindow::removeView(QWidget *view),6,5,4,1,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\underlyingwindow.cpp,"UnderlyingWindow::replaceView(QWidget *newView, QWidget *oldView)",5,4,4,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\underlyingwindow.cpp,UnderlyingWindow::fitContent(),13,13,9,4,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\MainWindow\underlyingwindow.cpp,UnderlyingWindow::resizeEvent(QResizeEvent *event),4,3,2,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\navtab.cpp,NavTab::NavTab(QWidget *parent),15,11,11,0,4,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\navtab.cpp,"NavTab::addTab(const QIcon &normalIcon, const QIcon &highlightedIcon, const QString &tooltipText, QWidget *widget)",2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\navtab.cpp,"NavTab::addTab(const QIcon &normalIcon, const QIcon &highlightedIcon, QWidget *widget)",2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\navtab.cpp,"NavTab::addButton(const QIcon &normalIcon, const QIcon &highlightedIcon, QWidget *widget)",20,14,14,1,6,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\navtab.cpp,NavTab::select(int index),14,10,8,2,4,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\tabbutton.cpp,TabButton::TabButton(QWidget *parent),9,8,8,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\tabbutton.cpp,TabButton::index() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\tabbutton.cpp,TabButton::setIndex(int index),4,3,3,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\tabbutton.cpp,TabButton::fade() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\tabbutton.cpp,TabButton::setFade(int fade),4,3,3,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\tabbutton.cpp,TabButton::setIconNormal(const QIcon &icon),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\tabbutton.cpp,TabButton::setIconHighlighted(const QIcon &icon),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\tabbutton.cpp,TabButton::mousePressEvent(QMouseEvent *event),8,6,5,1,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\tabbutton.cpp,TabButton::mouseReleaseEvent(QMouseEvent *event),8,6,5,1,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\tabbutton.cpp,TabButton::selected() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\tabbutton.cpp,TabButton::setSelected(bool selected),10,8,7,1,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\tabbutton.cpp,"TabButton::setSelected(bool selected, bool animated)",15,13,11,2,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\tabbutton.cpp,TabButton::paintEvent(QPaintEvent *event),19,14,10,1,5,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\tabbutton.cpp,TabButton::putIcon(),6,6,5,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\tabbutton.cpp,TabButton::fadeIn(int duration),8,7,7,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\NavTab\tabbutton.cpp,TabButton::fadeOut(int duration),8,7,7,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::PopupWindow(QWidget *parent),31,22,22,0,6,0,3,5,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::~PopupWindow(),2,1,1,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::toggleWindow(),7,6,6,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::setTrayIcon(const QIcon &icon),3,3,3,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::notify(),14,12,11,1,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::notifyOpacity() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::setNotifyOpacity(float notifyOpacity),14,10,10,0,4,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::iconMask() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::setIconMask(QBitmap iconMask),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::updateSizePos(const QSize &_size),6,6,5,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::updateSizePosAnchored(const QSize &_size),24,20,19,1,2,0,2,8,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::updateSizePosFloating(const QSize &_size),13,13,12,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,"PopupWindow::setTrayProgress(int current, int max)",5,4,4,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::getAnchored() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::setAnchored(bool _anchored),12,8,7,1,4,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::getDrawProgress() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::setDrawTrayProgress(bool _drawProgress),4,3,3,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::getEdgeFromMousePos(const QPoint &mousePos),26,25,20,10,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::mouseMove(const QPoint &point),170,170,157,13,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::mousePressed(const QPoint point),7,7,6,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::drawProgress(),30,20,18,1,10,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::slideToCenter(),6,4,4,0,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::tray() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::centralWidget() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::setCentralWidget(QWidget *widget),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::paintEvent(QPaintEvent *event),17,12,10,1,5,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,"PopupWindow::eventFilter(QObject *obj, QEvent *event)",12,10,8,2,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\popupwindow.cpp,PopupWindow::updateMask(),12,8,8,0,4,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\tray.cpp,Tray::Tray(QWidget *parent),21,17,17,0,4,1,0,2,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\tray.cpp,Tray::trayActivated(QSystemTrayIcon::ActivationReason reason),8,8,5,3,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\tray.cpp,Tray::pause(),10,8,7,1,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\tray.cpp,Tray::toggleAnchor(),12,10,9,1,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\tray.cpp,Tray::anchored() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\PopupWindow\tray.cpp,Tray::paused() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\SearchBox\searchbox.cpp,SearchBox::SearchBox(QWidget *parent),52,44,29,1,8,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\SearchBox\searchbox.cpp,SearchBox::getFilter(),2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\SearchBox\searchbox.cpp,SearchBox::buildMenu(),105,77,71,6,28,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\SearchBox\searchbox.cpp,SearchBox::setText(const QString &text),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\SearchBox\searchbox.cpp,SearchBox::getTopCrop() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\SearchBox\searchbox.cpp,SearchBox::setTopCrop(int topCrop),6,5,4,1,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\SearchBox\searchbox.cpp,SearchBox::paintEvent(QPaintEvent *event),29,16,12,0,9,0,4,39,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\SearchBox\DateTimePicker\datetimepicker.cpp,DateTimePicker::DateTimePicker(QWidget *parent),32,25,25,0,7,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\SearchBox\DateTimePicker\datetimepicker.cpp,DateTimePicker::getDateTimeFilter(),2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\SearchBox\DateTimePicker\datetimepicker.cpp,DateTimePicker::updateMode(int index),28,27,21,6,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\SearchBox\DateTimePicker\datetimepicker.cpp,DateTimePicker::updateDateTimeFilter(),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\aboutdialog.cpp,AboutDialog::AboutDialog(QWidget *parent),25,18,18,0,7,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\cloudcredentialsdialog.cpp,CloudCredentialsDialog::CloudCredentialsDialog(QWidget *parent),53,42,36,1,11,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\cloudcredentialsdialog.cpp,CloudCredentialsDialog::savePastebinKey(),6,5,3,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\cloudcredentialsdialog.cpp,CloudCredentialsDialog::init(),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\creditsdialog.cpp,CreditsDialog::CreditsDialog(QWidget *parent),23,16,16,0,7,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\hotkeysdialog.cpp,"HotKeysDialog::HotKeysDialog(HotKeysManager *manager, QWidget *parent)",25,18,18,0,7,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\hotkeysdialog.cpp,HotKeysDialog::changeSequences(),14,12,11,0,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\hotkeysdialog.cpp,HotKeysDialog::init(),5,5,5,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\moreoptionsdialog.cpp,"MoreOptionsDialog::MoreOptionsDialog(SettingsManager *settingsMgr, ExcludedProcessesManager *excludedProcMgr, QWidget *parent)",73,54,52,2,19,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\moreoptionsdialog.cpp,MoreOptionsDialog::loadSettings(),10,9,8,1,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\moreoptionsdialog.cpp,MoreOptionsDialog::loadExcludedProcesses(),7,6,6,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\moreoptionsdialog.cpp,MoreOptionsDialog::updateExcludedProcessesList(),3,3,3,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\moreoptionsdialog.cpp,MoreOptionsDialog::addPath(const QString &path),34,31,28,3,3,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\settingsdialog.cpp,"SettingsDialog::SettingsDialog(SettingsManager *settingsManager, BookmarkManager *bookmarkManager, HotKeysManager *hotKeysManager, QWidget *parent)",189,140,137,0,48,0,1,1,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\settingsdialog.cpp,SettingsDialog::initUISettings(),17,14,12,2,3,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\settingsdialog.cpp,SettingsDialog::saveSettings(),20,15,13,2,5,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\settingsdialog.cpp,SettingsDialog::showAppInfos(),6,5,5,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\settingsdialog.cpp,SettingsDialog::manager() const,2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\settingsdialog.cpp,SettingsDialog::setManager(SettingsManager *manager),2,2,2,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\settingsdialog.cpp,SettingsDialog::settingsUIChanged(),9,8,8,0,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\settingsdialog.cpp,SettingsDialog::exportBookmarks(),10,8,5,1,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\Settings\settingsdialog.cpp,SettingsDialog::importBookmarks(),10,8,5,1,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\TooltipWindow\copytooltipwindow.cpp,"CopyTooltipWindow::CopyTooltipWindow(const Core::ClipboardData &data, QWidget *parent)",32,26,26,0,6,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\UtilsUI\utilsui.cpp,UtilsUI::createSeparator(QFrame::Shape shape),9,8,8,1,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\UtilsUI\utilsui.cpp,UtilsUI::applyStyleSheet(const QString &path),9,6,6,0,3,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\UtilsUI\utilsui.cpp,"UtilsUI::applyStyleSheet(QWidget *widget, const QString &path)",9,6,6,0,3,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\UtilsUI\utilsui.cpp,"UtilsUI::createWidgetActionSeparator(const QString &text, QWidget *parent)",9,7,7,1,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\WelcomeScreen\welcomescreen.cpp,WelcomeScreen::WelcomeScreen(QWidget *parent),38,34,21,0,4,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\WelcomeScreen\welcomescreen.cpp,WelcomeScreen::fadeOut(),11,11,11,0,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\UI\WelcomeScreen\welcomescreen.cpp,WelcomeScreen::paintEvent(QPaintEvent *event),8,5,4,0,3,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\Utils\mainutils.cpp,"MainUtils::translate(QApplication *a, const QString &lang)",11,9,5,1,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\Utils\mainutils.cpp,MainUtils::setAsUniqueProcess(QApplication &a),8,6,5,3,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\Utils\utils.cpp,"Utils::getPasswordAsMask(QString password, QString mask)",9,7,5,2,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\Utils\utils.cpp,Utils::legalText(),2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\Utils\utils.cpp,Utils::legalTextHTML(),2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\Utils\utils.cpp,Utils::infosText(),14,13,3,1,1,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\Utils\utils.cpp,Utils::loadText(const QString &path),9,6,6,1,3,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\Utils\utils.cpp,Utils::appVersion(),2,2,2,1,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\Utils\utils.cpp,Utils::getUserName(),8,6,5,2,2,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\Utils\utils.cpp,Utils::buildOS(),24,24,12,11,0,0,0,0,
E:\Users\Gregoire.PC-GREGOIRE\Documents\Programmation\Qt\MiniClipBoard\Sources\Utils\utils.cpp,Utils::executableFileSuffix(),6,5,4,3,1,0,0,0,
